a,b,c,d,e,f,g
3.974000000000000199e+01,5.401118192908146431e-01,-2.425025301262384136e+00,1.368220451604130528e+00,2.959737732380219200e+00,2.570278934602422396e+02,1.409104044715070003e+01
3.974499999999999744e+01,5.279985534013823534e-01,-2.420157009863070918e+00,1.382983826277857098e+00,2.945562513383572778e+00,2.570983696387415307e+02,1.409944767465935023e+01
3.975000000000000000e+01,5.159114861724628520e-01,-2.414546843839796786e+00,1.397675552802480015e+00,2.931073520475037331e+00,2.571688880050227226e+02,1.410789522166002818e+01
3.975500000000000256e+01,5.038543054186269687e-01,-2.408204498384085568e+00,1.412293999934520317e+00,2.916248139111965454e+00,2.572394484461242996e+02,1.411625591581874062e+01
3.975999999999999801e+01,4.918306383831554940e-01,-2.401143822197408184e+00,1.426837457555115929e+00,2.901077201673376571e+00,2.573100502031655310e+02,1.412440031807309637e+01
3.976500000000000057e+01,4.798440393844322638e-01,-2.393379747718485717e+00,1.441304199357757776e+00,2.885563035232684204e+00,2.573806918817177802e+02,1.413220467043696615e+01
3.977000000000000313e+01,4.678979887248326808e-01,-2.384926878358871072e+00,1.455692534583549191e+00,2.869717114733270069e+00,2.574513714918624032e+02,1.413955477839810904e+01
3.977499999999999858e+01,4.559958954163475520e-01,-2.375799057676775572e+00,1.470000848206685307e+00,2.853557971446605723e+00,2.575220864997751278e+02,1.414634752353910940e+01
3.978000000000000114e+01,4.441411009989208458e-01,-2.366009494111833256e+00,1.484227631724657881e+00,2.837109392833224941e+00,2.575928338843065717e+02,1.415249101088226702e+01
3.978500000000000369e+01,4.323368818176867023e-01,-2.355571121810793311e+00,1.498371505666783898e+00,2.820399003179354214e+00,2.576636101919834800e+02,1.415790411742417376e+01
3.978999999999999915e+01,4.205864493299766305e-01,-2.344497037901636993e+00,1.512431235881158020e+00,2.803457132939388252e+00,2.577344115892473724e+02,1.416251580360393092e+01
3.979500000000000171e+01,4.088929482164223583e-01,-2.332800926063354208e+00,1.526405744751750726e+00,2.786315914385495862e+00,2.578052339110473667e+02,1.416626439320310737e+01
3.980000000000000426e+01,3.972594524772742330e-01,-2.320497433034570456e+00,1.540294118233378695e+00,2.769008551943340279e+00,2.578760727059456599e+02,1.416909689498627323e+01
3.980499999999999972e+01,3.856889598232527416e-01,-2.307602476497320865e+00,1.554095609645856690e+00,2.751568709509620625e+00,2.579469232780321590e+02,1.417096841218404535e+01
3.981000000000000227e+01,3.741843846352552183e-01,-2.294133474499891356e+00,1.567809640674608263e+00,2.734029982819162097e+00,2.580177807260006944e+02,1.417184166059869099e+01
3.981499999999999773e+01,3.627485501683644364e-01,-2.280109516608543885e+00,1.581435799884033822e+00,2.716425425627163381e+00,2.580886399803983409e+02,1.417168654742044964e+01
3.982000000000000028e+01,3.513841797972547809e-01,-2.265551471369325665e+00,1.594973838853106507e+00,2.698787137090527644e+00,2.581594958385204563e+02,1.417047982402679374e+01
3.982500000000000284e+01,3.400938879624404998e-01,-2.250482030807022582e+00,1.608423666425221388e+00,2.681145865249813021e+00,2.582303429978891245e+02,1.416820480845078123e+01
3.982999999999999829e+01,3.288801711223216517e-01,-2.234925704327163754e+00,1.621785341032978334e+00,2.663530626523356482e+00,2.583011760885816557e+02,1.416485114937969669e+01
3.983500000000000085e+01,3.177453987698825588e-01,-2.218908758350216281e+00,1.635059061088694365e+00,2.645968336959379386e+00,2.583719897043499145e+02,1.416041463875938078e+01
3.984000000000000341e+01,3.066918048725905677e-01,-2.202459104311853100e+00,1.648245153548456798e+00,2.628483438812666328e+00,2.584427784329270708e+02,1.415489706440563644e+01
3.984499999999999886e+01,2.957214801176792363e-01,-2.185606133563044562e+00,1.661344060580268955e+00,2.611097508189725414e+00,2.585135368857861522e+02,1.414830610078527151e+01
3.985000000000000142e+01,2.848363651072611247e-01,-2.168380490072930211e+00,1.674356324162260989e+00,2.593828833438356352e+00,2.585842597274414061e+02,1.414065525069879570e+01
3.985500000000000398e+01,2.740382441450087692e-01,-2.150813779804350290e+00,1.687282568680618988e+00,2.576691976935397310e+00,2.586549417040604908e+02,1.413196384168128006e+01
3.985999999999999943e+01,2.633287427160975747e-01,-2.132938158272801754e+00,1.700123480547419685e+00,2.559697165690503429e+00,2.587255776738192026e+02,1.412225713102011859e+01
3.986500000000000199e+01,2.527093243601677419e-01,-2.114785842833371898e+00,1.712879785726103776e+00,2.542849711118584377e+00,2.587961626357421210e+02,1.411156648960113813e+01
3.986999999999999744e+01,2.421812938936976356e-01,-2.096388322980796914e+00,1.725552221831549771e+00,2.526149063630586777e+00,2.588666917627893440e+02,1.409992991287807484e+01
3.987500000000000000e+01,2.317458005156218526e-01,-2.077775484741526402e+00,1.738141508683255898e+00,2.509587889517804982e+00,2.589371604339164605e+02,1.408739260962303952e+01
3.988000000000000256e+01,2.214038537163387776e-01,-2.058973777899688606e+00,1.750648307113485735e+00,2.493150285943518618e+00,2.590075642775327651e+02,1.407400869540814270e+01
3.988499999999999801e+01,2.111563434315353871e-01,-2.040003916949066909e+00,1.763073173679009287e+00,2.476809895181373733e+00,2.590778992187928793e+02,1.405984338630338115e+01
3.989000000000000057e+01,2.010040760752525857e-01,-2.020876976562655969e+00,1.775416502674296737e+00,2.460527102716761672e+00,2.591481615424377196e+02,1.404497701908751850e+01
3.989500000000000313e+01,1.909478450497947566e-01,-2.001586550700679812e+00,1.787678446757402728e+00,2.444244847094187101e+00,2.592183479923305640e+02,1.402951351010997882e+01
3.989999999999999858e+01,1.809885410035551034e-01,-1.982096359472171665e+00,1.799858822402093494e+00,2.427884528947720888e+00,2.592884559142580088e+02,1.401359382404452170e+01
3.990500000000000114e+01,1.711273617804431046e-01,-1.962315039271561812e+00,1.811956992552583579e+00,2.411343796119394423e+00,2.593584835072749684e+02,1.399742350236712163e+01
3.991000000000000369e+01,1.613661816961182716e-01,-1.942054022194227292e+00,1.823971768538316329e+00,2.394508897196264918e+00,2.594284302480305655e+02,1.398131799783424434e+01
3.991499999999999915e+01,1.517081788536450704e-01,-1.920972903072062143e+00,1.835901475024789509e+00,2.377316624424832270e+00,2.594982975880935214e+02,1.396575898513962244e+01
3.992000000000000171e+01,1.421586132990253493e-01,-1.898599157266202653e+00,1.847744563529573947e+00,2.359915434504653131e+00,2.595680897849551343e+02,1.395136338275778343e+01
3.992500000000000426e+01,1.327249159810435786e-01,-1.874608328690972714e+00,1.859501112730795436e+00,2.342809466316468470e+00,2.596378139255589304e+02,1.393856765561671907e+01
3.992999999999999972e+01,1.234149353510473890e-01,-1.849187562136334506e+00,1.871174199879717115e+00,2.326615560615644007e+00,2.597074779359047625e+02,1.392724277251479847e+01
3.993500000000000227e+01,1.142345010213056955e-01,-1.822887569700508470e+00,1.882769319777853445e+00,2.311641102277904647e+00,2.597770879489400500e+02,1.391687894609896858e+01
3.993999999999999773e+01,1.051866557229342580e-01,-1.796223605068189899e+00,1.894292627001890938e+00,2.297872761889188986e+00,2.598466475569916270e+02,1.390702110437766414e+01
3.994500000000000028e+01,9.627228891370427644e-02,-1.769540921431170366e+00,1.905749829927516181e+00,2.285173911602823349e+00,2.599161585530484899e+02,1.389740374109456944e+01
3.995000000000000284e+01,8.749091607995033992e-02,-1.743054042368768153e+00,1.917145900541788572e+00,2.273396463053653171e+00,2.599856217817713855e+02,1.388790131550740803e+01
3.995499999999999829e+01,7.884119010817164375e-02,-1.716900844926948055e+00,1.928485113760917802e+00,2.262411249208903907e+00,2.600550376780855117e+02,1.387846732587163778e+01
3.996000000000000085e+01,7.032119221928621877e-02,-1.691176141031205171e+00,1.939771151380808689e+00,2.252109578280105939e+00,2.601244065606988443e+02,1.386909739857112456e+01
3.996500000000000341e+01,6.192859762803866464e-02,-1.665949624970437748e+00,1.951007193390403627e+00,2.242398582515534144e+00,2.601937287886348713e+02,1.385980974487630846e+01
3.996999999999999886e+01,5.366077510936555217e-02,-1.641275308790767218e+00,1.962195985134672860e+00,2.233196590195394737e+00,2.602630048458082115e+02,1.385063487029403717e+01
3.997500000000000142e+01,4.551485150359603493e-02,-1.617196571816225781e+00,1.973339884079879258e+00,2.224429637465194620e+00,2.603322353871641894e+02,1.384160998920271979e+01
3.998000000000000398e+01,3.748775723205191590e-02,-1.593748959876659210e+00,1.984440891987239608e+00,2.216029069613593361e+00,2.604014212635503327e+02,1.383277583165542701e+01
3.998499999999999943e+01,2.957626097928499689e-02,-1.570961775514478465e+00,1.995500677099731002e+00,2.207929948386184726e+00,2.604705635339753371e+02,1.382417473157073751e+01
3.999000000000000199e+01,2.177699849547071881e-02,-1.548859051123936181e+00,2.006520590024426731e+00,2.200069999716877334e+00,2.605396634705093106e+02,1.381584937197339613e+01
3.999499999999999744e+01,1.408649725783641879e-02,-1.527460127051884387e+00,2.017501675203095424e+00,2.192388948818958738e+00,2.606087225576954438e+02,1.380784195682289095e+01
4.000000000000000000e+01,6.501198973646280486e-03,-1.506780027505089770e+00,2.028444679814993989e+00,2.184828112079318707e+00,2.606777424886262224e+02,1.380019360906790027e+01
4.000500000000000256e+01,-9.825195313527528701e-04,-1.486829712748610977e+00,2.039350061090599908e+00,2.177330168285648515e+00,2.607467251583263419e+02,1.379294391501440842e+01
4.000999999999999801e+01,-8.368326456791882681e-03,-1.467616260239367865e+00,2.050217992829694413e+00,2.169839054725270611e+00,2.608156726551453062e+02,1.378613056156871153e+01
4.001500000000000057e+01,-1.565991595970065570e-02,-1.449143006709160186e+00,2.061048371667483892e+00,2.162299949544591815e+00,2.608845872505169723e+02,1.377978903413175971e+01
4.002000000000000313e+01,-2.286098983836011567e-02,-1.431409653721375630e+00,2.071840823182551805e+00,2.154659335924650421e+00,2.609534713871596523e+02,1.377395237268084394e+01
4.002499999999999858e+01,-2.997523948814895603e-02,-1.414412391407572356e+00,2.082594708935077144e+00,2.146865077236606023e+00,2.610223276664827949e+02,1.376865093123842598e+01
4.003000000000000114e+01,-3.700632869213487525e-02,-1.398143991260115904e+00,2.093309133507764042e+00,2.138866560400354278e+00,2.610911588345301766e+02,1.376391219029786939e+01
4.003500000000000369e+01,-4.395787677740761734e-02,-1.382593913998193091e+00,2.103982952503527848e+00,2.130614849387668208e+00,2.611599677671525797e+02,1.375976057610819581e+01
4.003999999999999915e+01,-5.083344231517569756e-02,-1.367748420986859781e+00,2.114614781448789227e+00,2.122062856497202610e+00,2.612287574543991582e+02,1.375621729901413204e+01
4.004500000000000171e+01,-5.763650742666390214e-02,-1.353590687189056396e+00,2.125203005431134162e+00,2.113165536932977595e+00,2.612975309840205114e+02,1.375330021316290541e+01
4.005000000000000426e+01,-6.437046264072927848e-02,-1.340100924769178192e+00,2.135745789825279406e+00,2.103880089191040526e+00,2.613662915243626799e+02,1.375102368915069384e+01
4.005499999999999972e+01,-7.103859241727976392e-02,-1.327256512561047597e+00,2.146241092061757172e+00,2.094166165027082194e+00,2.614350423067093629e+02,1.374939850625968774e+01
4.006000000000000227e+01,-7.764406130374836013e-02,-1.315032130605421790e+00,2.156686674414144633e+00,2.083986090707773187e+00,2.615037866070734367e+02,1.374843176601299177e+01
4.006499999999999773e+01,-8.418990080626875816e-02,-1.303399899791373606e+00,2.167080117967276287e+00,2.073305092578382691e+00,2.615725277277159648e+02,1.374812683107218803e+01
4.007000000000000028e+01,-9.067899695655691483e-02,-1.292329523947991499e+00,2.177418837708112953e+00,2.062091530800286066e+00,2.616412689783929864e+02,1.374848329361156729e+01
4.007500000000000284e+01,-9.711407842833506832e-02,-1.281788441448436178e+00,2.187700098545591665e+00,2.050317145267014141e+00,2.617100136567252662e+02,1.374949695378207615e+01
4.007999999999999829e+01,-1.034977058063266120e-01,-1.271741941986055835e+00,2.197921033302924876e+00,2.037957289991576992e+00,2.617787650310792742e+02,1.375115993089876198e+01
4.008500000000000085e+01,-1.098322610881214412e-01,-1.262153326226260974e+00,2.208078660991102726e+00,2.024991193346650231e+00,2.618475263202886367e+02,1.375346069436699992e+01
4.009000000000000341e+01,-1.161199378688188982e-01,-1.252983995038640552e+00,2.218169906958927573e+00,2.011402203640148656e+00,2.619163006774331279e+02,1.375638431651014848e+01
4.009499999999999886e+01,-1.223627322758570057e-01,-1.244193539667906245e+00,2.228191624255024372e+00,1.997178040525781295e+00,2.619850911735223917e+02,1.375991276009391129e+01
4.010000000000000142e+01,-1.285624343864631425e-01,-1.235739852222462076e+00,2.238140615769947050e+00,1.982311050382310924e+00,2.620539007798031435e+02,1.376402515055427855e+01
4.010500000000000398e+01,-1.347206188091749079e-01,-1.227579039250717985e+00,2.248013658191918562e+00,1.966798379416494047e+00,2.621227323606771051e+02,1.376869860461741801e+01
4.010999999999999943e+01,-1.408386366711242843e-01,-1.219665445894738909e+00,2.257807526543995635e+00,1.950642182321310036e+00,2.621915886611016617e+02,1.377390880818610874e+01
4.011500000000000199e+01,-1.469176058150498121e-01,-1.211951532086866790e+00,2.267519018919539331e+00,1.933849672775689310e+00,2.622604723035560710e+02,1.377963104096459723e+01
4.011999999999999744e+01,-1.529584020210374706e-01,-1.204387727757032511e+00,2.277144982720047839e+00,1.916433173387247280e+00,2.623293857858204206e+02,1.378584129348250542e+01
4.012500000000000000e+01,-1.589616468285106610e-01,-1.196922115889384797e+00,2.286682338609694831e+00,1.898409761604930024e+00,2.623983314936929787e+02,1.379251794524041941e+01
4.013000000000000256e+01,-1.649276961399537555e-01,-1.189500232681343750e+00,2.296128103852010938e+00,1.879800884686977147e+00,2.624673117129983098e+02,1.379964319248048810e+01
4.013499999999999801e+01,-1.708566267490111701e-01,-1.182064824333818986e+00,2.305479412736367806e+00,1.860631605646813291e+00,2.625363286527059472e+02,1.380720470404026301e+01
4.014000000000000057e+01,-1.767482219735160009e-01,-1.174555784570366246e+00,2.314733530746810874e+00,1.840929336332518762e+00,2.626053844773695687e+02,1.381519696677975872e+01
4.014500000000000313e+01,-1.826019575060036926e-01,-1.166910284661669017e+00,2.323887864667500303e+00,1.820722410895976529e+00,2.626744813431109264e+02,1.382362220340034575e+01
4.014999999999999858e+01,-1.884169897790501647e-01,-1.159063584880671183e+00,2.332939959611645797e+00,1.800038227239765476e+00,2.627436214354764275e+02,1.383248965324067825e+01
4.015500000000000114e+01,-1.941921488804994045e-01,-1.150950081382822399e+00,2.341887492901915557e+00,1.778901543494867621e+00,2.628128070006829375e+02,1.384181417746176379e+01
4.016000000000000369e+01,-1.999259383172481974e-01,-1.142505110530668055e+00,2.350728255644570996e+00,1.757332975497903460e+00,2.628820403665557706e+02,1.385161277461960694e+01
4.016499999999999915e+01,-2.056165447944328928e-01,-1.133667039482848526e+00,2.359460129642343862e+00,1.735348175421390637e+00,2.629513239423741311e+02,1.386190002302869750e+01
4.017000000000000171e+01,-2.112618590507961691e-01,-1.124379383160667434e+00,2.368081062428883499e+00,1.712957925872066633e+00,2.630206601932802073e+02,1.387268298568247893e+01
4.017500000000000426e+01,-2.168595059916545720e-01,-1.114592516241413200e+00,2.376589045320818272e+00,1.690169157600563299e+00,2.630900515910919353e+02,1.388395664365044802e+01
4.017999999999999972e+01,-2.224068818278170656e-01,-1.104264699284236428e+00,2.384982098016180441e+00,1.666986563702749446e+00,2.631595005453663703e+02,1.389570072823438274e+01
4.018500000000000227e+01,-2.279011945112635884e-01,-1.093362341882990307e+00,2.393258262015058868e+00,1.643414526593252933e+00,2.632290093228437513e+02,1.390787830229625577e+01
4.018999999999999773e+01,-2.333395036124564781e-01,-1.081859524324775723e+00,2.401415603843394919e+00,1.619458940640350120e+00,2.632985799644222880e+02,1.392043626527635070e+01
4.019500000000000028e+01,-2.387187563883299279e-01,-1.069737066712250995e+00,2.409452226415571108e+00,1.595128603129913669e+00,2.633682142087878333e+02,1.393330725651576785e+01
4.020000000000000284e+01,-2.440358186645086302e-01,-1.056981462135423433e+00,2.417366285774251722e+00,1.570436103121982452e+00,2.634379134279026289e+02,1.394641222975914374e+01
