a,b,c,d,e,f,g
3.183500000000000085e+01,2.362047158152736692e+00,2.918359096656748974e+00,-6.499998339634504019e-01,-3.392255033894183480e+00,1.594031847047132544e+02,1.000403945574373310e+01
3.183999999999999986e+01,2.376644453281941960e+00,2.920488497552319984e+00,-6.669361031922386163e-01,-3.382178379837760929e+00,1.594531745121675783e+02,9.992019857517423276e+00
3.184500000000000242e+01,2.391251326437602742e+00,2.922187947443405598e+00,-6.838208900180946515e-01,-3.371665113952897030e+00,1.595031063092954184e+02,9.980843560125366665e+00
3.185000000000000142e+01,2.405865593227678900e+00,2.923443761681949304e+00,-7.006520575289097996e-01,-3.360733802704516382e+00,1.595529844343696482e+02,9.970558805975496597e+00
3.185500000000000043e+01,2.420485003479536879e+00,2.924243302551607915e+00,-7.174275632170022954e-01,-3.349403624083256759e+00,1.596028134594096741e+02,9.961210947268918758e+00
3.185999999999999943e+01,2.435107246366274847e+00,2.924574991698681181e+00,-7.341454618593464820e-01,-3.337694320202585718e+00,1.596525981764523010e+02,9.952842328374234881e+00
3.186500000000000199e+01,2.449729955987724583e+00,2.924428328895356533e+00,-7.508039082631051686e-01,-3.325626143405799429e+00,1.597023435808017950e+02,9.945492182907567980e+00
3.187000000000000099e+01,2.464350716588841195e+00,2.923793903565630625e+00,-7.674011596730041518e-01,-3.313219809051158649e+00,1.597520548562839338e+02,9.939196530304821309e+00
3.187500000000000000e+01,2.478967068082200687e+00,2.922663406160218802e+00,-7.839355779564459725e-01,-3.300496445460561645e+00,1.598017373587447594e+02,9.933988085233814047e+00
3.187999999999999901e+01,2.493576511722100708e+00,2.921029638368688008e+00,-8.004056315496702600e-01,-3.287477542940907771e+00,1.598513965986134622e+02,9.929896176549476650e+00
3.188500000000000156e+01,2.508176515426145947e+00,2.918886522001254757e+00,-8.168098971570834088e-01,-3.274184906979725973e+00,1.599010382249967961e+02,9.926946663878709387e+00
3.189000000000000057e+01,2.522764519617652024e+00,2.916229105052324133e+00,-8.331470611824243200e-01,-3.260640607722062878e+00,1.599506680070985851e+02,9.925161873497385656e+00
3.189499999999999957e+01,2.537337942813140401e+00,2.913053567608725025e+00,-8.494159209407985411e-01,-3.246866931753146890e+00,1.600002918166668451e+02,9.924560533650383931e+00
3.190000000000000213e+01,2.551894187159668981e+00,2.909357226861599699e+00,-8.656153856380086609e-01,-3.232886334589569532e+00,1.600499156104925191e+02,9.925157714599038172e+00
3.190500000000000114e+01,2.566430644355116364e+00,2.905138538446351504e+00,-8.817444770568088064e-01,-3.218721391824906686e+00,1.600995454109103662e+02,9.926964784836897593e+00
3.191000000000000014e+01,2.580944701011826936e+00,2.900397100577189580e+00,-8.978023301028720260e-01,-3.204394751741927561e+00,1.601491872888127546e+02,9.929989360368903561e+00
3.191499999999999915e+01,2.595433744650076147e+00,2.895133652323427675e+00,-9.137881929927169633e-01,-3.189929087790042583e+00,1.601988473434034859e+02,9.934235274114270098e+00
3.192000000000000171e+01,2.609895169596878617e+00,2.889350071430767386e+00,-9.297014272231323151e-01,-3.175347051367041207e+00,1.602485316822388768e+02,9.939702549523316222e+00
3.192500000000000071e+01,2.624326382703145555e+00,2.883049372271585753e+00,-9.455415073385811109e-01,-3.160671224803222046e+00,1.602982464019896156e+02,9.946387376978966799e+00
3.192999999999999972e+01,2.638724807943312101e+00,2.876235709799980889e+00,-9.613080206720121534e-01,-3.145924072654173287e+00,1.603479975746348885e+02,9.954282080312664149e+00
3.193500000000000227e+01,2.653087892993845731e+00,2.868914369402452369e+00,-9.770006664740127356e-01,-3.131127896341947991e+00,1.603977912235686460e+02,9.963375119646700639e+00
3.194000000000000128e+01,2.667413115180854000e+00,2.861091759652657718e+00,-9.926192549237350393e-01,-3.116304788007344229e+00,1.604476333026923101e+02,9.973651091228941112e+00
3.194500000000000028e+01,2.681697986941112166e+00,2.852775406681678394e+00,-1.008163705990703818e+00,-3.101476583501009632e+00,1.604975296778056872e+02,9.985090728239374158e+00
3.194999999999999929e+01,2.695940060307620456e+00,2.843973948807022811e+00,-1.023634048189946633e+00,-3.086664809826993761e+00,1.605474861131811224e+02,9.997670918713986055e+00
3.195500000000000185e+01,2.710136933429747153e+00,2.834697124867743057e+00,-1.039030416804522572e+00,-3.071890643062460402e+00,1.605975082469844324e+02,1.001136471832441721e+01
3.196000000000000085e+01,2.724286256279670138e+00,2.824955763311053136e+00,-1.054353051987737766e+00,-3.057174862318730924e+00,1.606476015709196474e+02,1.002614137470468236e+01
3.196499999999999986e+01,2.738385735927903131e+00,2.814761770329733181e+00,-1.069602296677128361e+00,-3.042537801729706892e+00,1.606977714120603480e+02,1.004196636413269061e+01
3.197000000000000242e+01,2.752433140739218853e+00,2.804128110929384743e+00,-1.084778594283140052e+00,-3.027999297666848832e+00,1.607480229206476849e+02,1.005880147559843962e+01
3.197500000000000142e+01,2.766426306783201561e+00,2.793068798180597057e+00,-1.099882486071605214e+00,-3.013578646405401518e+00,1.607983610452215544e+02,1.007660482833495941e+01
3.198000000000000043e+01,2.780363143200291098e+00,2.781598876862747094e+00,-1.114914608342232549e+00,-2.999294557096743308e+00,1.608487905134742562e+02,1.009533093027181039e+01
3.198499999999999943e+01,2.794241637150748581e+00,2.769734403321321370e+00,-1.129875689376064196e+00,-2.985165103694369382e+00,1.608993158152973137e+02,1.011493075973962519e+01
3.199000000000000199e+01,2.808059857485491140e+00,2.757492411125968435e+00,-1.144766546120293604e+00,-2.971207677764321708e+00,1.609499411929732275e+02,1.013535192332607515e+01
3.199500000000000099e+01,2.821815961021739927e+00,2.744890900644426868e+00,-1.159588080676746014e+00,-2.957438941218837325e+00,1.610006706163048023e+02,1.015653868334874410e+01
3.200000000000000000e+01,2.835508197427917487e+00,2.731948814323218233e+00,-1.174341276534597744e+00,-2.943874779075478010e+00,1.610515077655200287e+02,1.017843206380744725e+01
3.200500000000000256e+01,2.849134913662374480e+00,2.718686006379387177e+00,-1.189027194575882795e+00,-2.930530253773124372e+00,1.611024560165309651e+02,1.020096998631651886e+01
3.200999999999999801e+01,2.862694556811946622e+00,2.705123193744953358e+00,-1.203646968930699446e+00,-2.917419571089530983e+00,1.611535184350033489e+02,1.022408750202411731e+01
3.201500000000000057e+01,2.876185680222069774e+00,2.691281942273030747e+00,-1.218201802434666803e+00,-2.904556023407867560e+00,1.612046977517542530e+02,1.024771684446236186e+01
3.202000000000000313e+01,2.889606947695205985e+00,2.677184630823928657e+00,-1.232692961939971132e+00,-2.891951945560778725e+00,1.612559963488396022e+02,1.027178759624993454e+01
3.202499999999999858e+01,2.902957137191744419e+00,2.662854409590822424e+00,-1.247121773470877937e+00,-2.879618675917508863e+00,1.613074162482456302e+02,1.029622688700101918e+01
3.203000000000000114e+01,2.916235142584583162e+00,2.648315139847203792e+00,-1.261489617596169177e+00,-2.867566544380992788e+00,1.613589591111887103e+02,1.032095969228943666e+01
3.203500000000000369e+01,2.929439979523207338e+00,2.633591370329469328e+00,-1.275797923619198970e+00,-2.855804802959504674e+00,1.614106262144831021e+02,1.034590893567257197e+01
3.203999999999999915e+01,2.942570788691352135e+00,2.618708288612970669e+00,-1.290048164097641559e+00,-2.844341590873785908e+00,1.614624184411927672e+02,1.037099572576271989e+01
3.204500000000000171e+01,2.955626838622811725e+00,2.603691668758741251e+00,-1.304241849305275425e+00,-2.833183907234930299e+00,1.615143362735911978e+02,1.039613961741746628e+01
3.204999999999999716e+01,2.968607526522394569e+00,2.588567807561250156e+00,-1.318380522450772974e+00,-2.822337625045717946e+00,1.615663797971228632e+02,1.042125895547371961e+01
3.205499999999999972e+01,2.981512382673918271e+00,2.573363478205057397e+00,-1.332465752811525794e+00,-2.811807427556191730e+00,1.616185486841339696e+02,1.044627108756945155e+01
3.206000000000000227e+01,2.994341072517659352e+00,2.558105870251134117e+00,-1.346499129762162683e+00,-2.801596791982733592e+00,1.616708421904920954e+02,1.047109267412889899e+01
3.206499999999999773e+01,3.007093398225168190e+00,2.542822535012691176e+00,-1.360482257580662324e+00,-2.791707997521789775e+00,1.617232591554465841e+02,1.049564000628112481e+01
3.207000000000000028e+01,3.019769300622944019e+00,2.527541319622875982e+00,-1.374416748806333910e+00,-2.782142104890973133e+00,1.617757979986643875e+02,1.051982934092798949e+01
3.207500000000000284e+01,3.032368860830736867e+00,2.512290299510627989e+00,-1.388304217576044941e+00,-2.772898942223932295e+00,1.618284567187895959e+02,1.054357725149330527e+01
3.207999999999999829e+01,3.044892300561151455e+00,2.497097716681030644e+00,-1.402146274593194963e+00,-2.763977145452193973e+00,1.618812329005646120e+02,1.056680101971804042e+01
3.208500000000000085e+01,3.057339982368489473e+00,2.481991913385924509e+00,-1.415944521592815919e+00,-2.755374192469036476e+00,1.619341237218553715e+02,1.058941904110028709e+01
3.209000000000000341e+01,3.069712411176556355e+00,2.467001255499248646e+00,-1.429700543518396927e+00,-2.747086375269523373e+00,1.619871259518427280e+02,1.061135120236106566e+01
3.209499999999999886e+01,3.082010233763961438e+00,2.452154066631471174e+00,-1.443415903724119653e+00,-2.739108866031600975e+00,1.620402359630782314e+02,1.063251933140150207e+01
3.210000000000000142e+01,3.094234237837822921e+00,2.437478571105105907e+00,-1.457092140886980136e+00,-2.731435826989996762e+00,1.620934497478296521e+02,1.065284767787006892e+01
3.210500000000000398e+01,3.106385352056245441e+00,2.423002803847788211e+00,-1.470730760350339894e+00,-2.724060395967270676e+00,1.621467629232255661e+02,1.067226335381072566e+01
3.210999999999999943e+01,3.118464644824116672e+00,2.408754540715077663e+00,-1.484333229638244989e+00,-2.716974778747112129e+00,1.622001707477100467e+02,1.069069684134538178e+01
3.211500000000000199e+01,3.130473322405320946e+00,2.394761233027476344e+00,-1.497900977323485039e+00,-2.710170436819430595e+00,1.622536681456748795e+02,1.070808260954249036e+01
3.211999999999999744e+01,3.142412727287117846e+00,2.381049929550071997e+00,-1.511435387523507590e+00,-2.703638169763891597e+00,1.623072497251365292e+02,1.072435964369070582e+01
3.212500000000000000e+01,3.154284336010464873e+00,2.367647190195081297e+00,-1.524937796594962203e+00,-2.697368259284949499e+00,1.623609098010506955e+02,1.073947207123185343e+01
3.213000000000000256e+01,3.166089756545530154e+00,2.354578982342064197e+00,-1.538409491775216908e+00,-2.691350666647980727e+00,1.624146424234228334e+02,1.075336989613981231e+01
3.213499999999999801e+01,3.177830725315247129e+00,2.341870610737131209e+00,-1.551851708207187874e+00,-2.685575204202955479e+00,1.624684414056136177e+02,1.076600962845058085e+01
3.214000000000000057e+01,3.189509102892253534e+00,2.329546549597174554e+00,-1.565265631753432585e+00,-2.680031857206219392e+00,1.625223003646424615e+02,1.077735528362068784e+01
3.214500000000000313e+01,3.201126869988522916e+00,2.317630323944965820e+00,-1.578652399251655236e+00,-2.674711047601487923e+00,1.625762127582839582e+02,1.078737923160118584e+01
3.214999999999999858e+01,3.212686122838419145e+00,2.306144363364326821e+00,-1.592013099417647348e+00,-2.669603910290172522e+00,1.626301719252317639e+02,1.079606310413318582e+01
3.215500000000000114e+01,3.224189065376806163e+00,2.295109606050848239e+00,-1.605348781330093511e+00,-2.664702707329011933e+00,1.626841711427052815e+02,1.080339924009150465e+01
3.216000000000000369e+01,3.235638002648196565e+00,2.284545261067740807e+00,-1.618660458956815207e+00,-2.660001184666074270e+00,1.627382036778498673e+02,1.080939182516653396e+01
3.216499999999999915e+01,3.247035329684126559e+00,2.274468297709122400e+00,-1.631949118669778986e+00,-2.655494859303771715e+00,1.627922628511125254e+02,1.081405822356450130e+01
3.217000000000000171e+01,3.258383521140196137e+00,2.264892962429767120e+00,-1.645215729131612736e+00,-2.651181413408188359e+00,1.628463421034350347e+02,1.081743047084267140e+01
3.217499999999999716e+01,3.269685112858813358e+00,2.255829800240881866e+00,-1.658461253417006676e+00,-2.647060692505500246e+00,1.629004350775881562e+02,1.081955661180748685e+01
3.217999999999999972e+01,3.280942682659919285e+00,2.247284770025459011e+00,-1.671686659756414617e+00,-2.643134638012129667e+00,1.629545356995383543e+02,1.082050179239961096e+01
3.218500000000000227e+01,3.292158824685662566e+00,2.239258201967231798e+00,-1.684892929395821470e+00,-2.639406683237634610e+00,1.630086382631576782e+02,1.082034852318527030e+01
3.218999999999999773e+01,3.303336118421026146e+00,2.231743637494725707e+00,-1.698081062474319003e+00,-2.635880503966756550e+00,1.630627375174624660e+02,1.081919588363452789e+01
3.219500000000000028e+01,3.314477091526345731e+00,2.224726946552797457e+00,-1.711252073361153592e+00,-2.632557831579254604e+00,1.631168287426393420e+02,1.081715665913734981e+01
3.220000000000000284e+01,3.325584181729323685e+00,2.218186129086947123e+00,-1.724406975201150383e+00,-2.629435832793907579e+00,1.631709078084535065e+02,1.081435291909271790e+01
3.220499999999999829e+01,3.336659698406108543e+00,2.212092147439252532e+00,-1.737546748121060469e+00,-2.626503548028446655e+00,1.632249712034524123e+02,1.081090876235083442e+01
3.221000000000000085e+01,3.347705792314112028e+00,2.206411060145688996e+00,-1.750672290555575605e+00,-2.623738724128692024e+00,1.632790160257963237e+02,1.080694250308412308e+01
3.221500000000000341e+01,3.358724438279602875e+00,2.201107410141328380e+00,-1.763784355659322456e+00,-2.621105450639587442e+00,1.633330399346127990e+02,1.080255923453621669e+01
3.221999999999999886e+01,3.369717440058606073e+00,2.196148182906854096e+00,-1.776883482542660708e+00,-2.618554052600995607e+00,1.633870410723637860e+02,1.079784749653085996e+01
3.222500000000000142e+01,3.380686448361700513e+00,2.191506208523750221e+00,-1.789969929953689531e+00,-2.616022403123234863e+00,1.634410179842967636e+02,1.079287976251826997e+01
3.223000000000000398e+01,3.391632998151142608e+00,2.187162299493317086e+00,-1.803043621618208858e+00,-2.613439439765780747e+00,1.634949695498607412e+02,1.078771937122543711e+01
3.223499999999999943e+01,3.402558549241233354e+00,2.183105549973263670e+00,-1.816104111917005381e+00,-2.610728940643758822e+00,1.635488949645732362e+02,1.078243101573764484e+01
3.224000000000000199e+01,3.413464525332666977e+00,2.179332125124171515e+00,-1.829150568516583863e+00,-2.607813022297832628e+00,1.636027937774921099e+02,1.077709385928287844e+01
3.224499999999999744e+01,3.424352344226957445e+00,2.175843106670770410e+00,-1.842181770836287980e+00,-2.604614511523211551e+00,1.636566659991894710e+02,1.077181565885467940e+01
3.225000000000000000e+01,3.435223436245340434e+00,2.172642019480817588e+00,-1.855196116628087699e+00,-2.601057994315329136e+00,1.637105122816385858e+02,1.076674787519192300e+01
3.225500000000000256e+01,3.446079250413298212e+00,2.169732443221938922e+00,-1.868191630698160299e+00,-2.597069569442853609e+00,1.637643341788751172e+02,1.076210308885737099e+01
3.225999999999999801e+01,3.456921249192668633e+00,2.167115817479927209e+00,-1.881165969336166199e+00,-2.592575398052647362e+00,1.638181345062136813e+02,1.075817765857768116e+01
3.226500000000000057e+01,3.467750892359921178e+00,2.164789238183569609e+00,-1.894116414413273830e+00,-2.587498984477379249e+00,1.638719178358697093e+02,1.075538467823072253e+01
3.227000000000000313e+01,3.478569608820282877e+00,2.162742675590844765e+00,-1.907039850118419144e+00,-2.581756785244012864e+00,1.639256911977409743e+02,1.075430555805551869e+01
3.227499999999999858e+01,3.489378750242171368e+00,2.160954205643935477e+00,-1.919932710917365615e+00,-2.575251041781551731e+00,1.639794651215280226e+02,1.075577608100129723e+01
3.228000000000000114e+01,3.500179510285443829e+00,2.159380222436702024e+00,-1.932790883754569533e+00,-2.567857904047869955e+00,1.640332552325017161e+02,1.076102971286456089e+01
3.228500000000000369e+01,3.510972766810888324e+00,2.157931990378262999e+00,-1.945609531757875876e+00,-2.559407466173436063e+00,1.640870847818638367e+02,1.077193158912310977e+01
3.228999999999999915e+01,3.521758728513966208e+00,2.156414945616091927e+00,-1.958382794602577581e+00,-2.549655666774476082e+00,1.641409885407617253e+02,1.079125984440883990e+01
3.229500000000000171e+01,3.532536075365749095e+00,2.154375843261341572e+00,-1.971103392798067899e+00,-2.538290336422246884e+00,1.641950171039273414e+02,1.082233845594936561e+01
3.229999999999999716e+01,3.543300099763838418e+00,2.150898601495504714e+00,-1.983762783295163201e+00,-2.525211011151970997e+00,1.642492316524424325e+02,1.086476417730641408e+01
3.230499999999999972e+01,3.554041157575634990e+00,2.145136966258880395e+00,-1.996353897116666998e+00,-2.511182815701341831e+00,1.643036636550781964e+02,1.090646220942434041e+01
3.231000000000000227e+01,3.564748326225576580e+00,2.137503304294403605e+00,-2.008874846576327311e+00,-2.497257896242164321e+00,1.643582720936967974e+02,1.093420368243699414e+01
3.231499999999999773e+01,3.575414648779138282e+00,2.128927656959811454e+00,-2.021327067191660998e+00,-2.483676028121038382e+00,1.644129807284173523e+02,1.094708469582284849e+01
3.232000000000000028e+01,3.586036973420280827e+00,2.119964489478312508e+00,-2.033711880438484165e+00,-2.470259107545719424e+00,1.644677247311715576e+02,1.094900338335893686e+01
3.232500000000000284e+01,3.596614069653283341e+00,2.110862648688157872e+00,-2.046029608460799842e+00,-2.456814284729031517e+00,1.645224580804956247e+02,1.094327465606697913e+01
3.232999999999999829e+01,3.607145553710541019e+00,2.101731200770169394e+00,-2.058279742614097518e+00,-2.443202494138488667e+00,1.645771484596269545e+02,1.093211066143000032e+01
3.233500000000000085e+01,3.617631412368275345e+00,2.092617258580373285e+00,-2.070461193794925325e+00,-2.429327865416594179e+00,1.646317725930595373e+02,1.091697557303080934e+01
3.234000000000000341e+01,3.628071785330158061e+00,2.083538269334198390e+00,-2.082572469892203237e+00,-2.415123003862925000e+00,1.646863132931140967e+02,1.089887836352911421e+01
3.234499999999999886e+01,3.638466856848953324e+00,2.074496114502776045e+00,-2.094611791525734290e+00,-2.400539144577529260e+00,1.647407576647220537e+02,1.087854869015223080e+01
3.235000000000000142e+01,3.648816796549152475e+00,2.065483857436895665e+00,-2.106577168963259528e+00,-2.385540134915426158e+00,1.647950959859845170e+02,1.085653912362576357e+01
3.235500000000000398e+01,3.659121724947028920e+00,2.056489215449558650e+00,-2.118466455247179692e+00,-2.370098756202628110e+00,1.648493209866308007e+02,1.083328552620721474e+01
3.235999999999999943e+01,3.669381692016617347e+00,2.047496496839003921e+00,-2.130277384660281825e+00,-2.354194418514204745e+00,1.649034273639728951e+02,1.080914386195651744e+01
3.236500000000000199e+01,3.679596663290189973e+00,2.038487766496544396e+00,-2.142007601871259048e+00,-2.337811666195945826e+00,1.649574114458571046e+02,1.078441343706258060e+01
3.236999999999999744e+01,3.689766510632328522e+00,2.029443587232815371e+00,-2.153654684935323083e+00,-2.320939179467866875e+00,1.650112709478711395e+02,1.075935195847276304e+01
3.237500000000000000e+01,3.699891006052825837e+00,2.020343529145919970e+00,-2.165216164160654877e+00,-2.303569076988475128e+00,1.650650047918727807e+02,1.073418569476658746e+01
3.238000000000000256e+01,3.709969817697178929e+00,2.011166527695642969e+00,-2.176689537986132628e+00,-2.285696422401579664e+00,1.651186129672432514e+02,1.070911633435439114e+01
3.238499999999999801e+01,3.720002507380072654e+00,2.001891154152797281e+00,-2.188072286747769102e+00,-2.267318858302519224e+00,1.651720964207250120e+02,1.068432579991940123e+01
3.239000000000000057e+01,3.729988529310245937e+00,1.992495826442824747e+00,-2.199361884848332949e+00,-2.248436327670679358e+00,1.652254569665885526e+02,1.065997966528352414e+01
3.239500000000000313e+01,3.739927229754576032e+00,1.982958980136637850e+00,-2.210555811704919993e+00,-2.229050854019289929e+00,1.652786972111698560e+02,1.063622963825897649e+01
3.239999999999999858e+01,3.749817847527553205e+00,1.973259206730608506e+00,-2.221651561639453210e+00,-2.209166369173445776e+00,1.653318204891574226e+02,1.061321528816450233e+01
3.240500000000000114e+01,3.759659515027327537e+00,1.963375377480142348e+00,-2.232646653118353974e+00,-2.188788560521501836e+00,1.653848308051842366e+02,1.059106547113119667e+01
3.241000000000000369e+01,3.769451259925725051e+00,1.953286745139906966e+00,-2.243538637170117145e+00,-2.167924748509102884e+00,1.654377327834975233e+02,1.056989928012728086e+01
3.241499999999999915e+01,3.779192007306731771e+00,1.942973034778781249e+00,-2.254325105273112584e+00,-2.146583777375206115e+00,1.654905316210762010e+02,1.054982679399129353e+01
3.242000000000000171e+01,3.788880582229751326e+00,1.932414524346073303e+00,-2.265003696732081906e+00,-2.124775917569382777e+00,1.655432330439630846e+02,1.053094965097752223e+01
3.242499999999999716e+01,3.798515712676910017e+00,1.921592116611732903e+00,-2.275572105584721783e+00,-2.102512777317950388e+00,1.655958432662155246e+02,1.051336148822107752e+01
3.242999999999999972e+01,3.808096032840999623e+00,1.910487403744630663e+00,-2.286028087085107963e+00,-2.079807221553401586e+00,1.656483689507759323e+02,1.049714827706186426e+01
3.243500000000000227e+01,3.817620086723011674e+00,1.899082725756026324e+00,-2.296369463793978216e+00,-2.056673296300942866e+00,1.657008171718553911e+02,1.048238858478491764e+01
3.243999999999999773e+01,3.827086331991485846e+00,1.887361224172074525e+00,-2.306594131317379226e+00,-2.033126156729594847e+00,1.657531953782819016e+02,1.046915379251179701e+01
3.244500000000000028e+01,3.836493144152026247e+00,1.875306889411613165e+00,-2.316700063648729380e+00,-2.009182001017169483e+00,1.658055113584235016e+02,1.045750823392005380e+01
3.245000000000000284e+01,3.845838820881158693e+00,1.862904605985972850e+00,-2.326685318239138045e+00,-1.984858004681186561e+00,1.658577732050713109e+02,1.044750934158503242e+01
3.245499999999999829e+01,3.855121586578015069e+00,1.850140194128348847e+00,-2.336548040751488031e+00,-1.960172257090936787e+00,1.659099892808456786e+02,1.043920777341284989e+01
3.246000000000000085e+01,3.864339597175038499e+00,1.837000446440618440e+00,-2.346286469442590672e+00,-1.935143702727388115e+00,1.659621681850604489e+02,1.043264747419073046e+01
3.246500000000000341e+01,3.873490945064435476e+00,1.823473163751920589e+00,-2.355898939311144691e+00,-1.909792081193096180e+00,1.660143187200903583e+02,1.042786577231420075e+01
3.246999999999999886e+01,3.882573664237557676e+00,1.809547186979781896e+00,-2.365383885917052176e+00,-1.884137870639188472e+00,1.660664498586019704e+02,1.042489343050636919e+01
3.247500000000000142e+01,3.891585735548159342e+00,1.795212427845212622e+00,-2.374739848945472520e+00,-1.858202230882490591e+00,1.661185707107086671e+02,1.042375471409557086e+01
3.248000000000000398e+01,3.900525092147543393e+00,1.780459896872651271e+00,-2.383965475465532169e+00,-1.832006948198225293e+00,1.661706904917634233e+02,1.042446743794051578e+01
3.248499999999999943e+01,3.909389625042544836e+00,1.765281730000295646e+00,-2.393059522930915062e+00,-1.805574380321725902e+00,1.662228184901565271e+02,1.042704301991892812e+01
3.249000000000000199e+01,3.918177188783575904e+00,1.749671213362767874e+00,-2.402020861897940396e+00,-1.778927401947455245e+00,1.662749640354897167e+02,1.043148652767492024e+01
3.249499999999999744e+01,3.926885607278788992e+00,1.733622806580351394e+00,-2.410848478476768975e+00,-1.752089350589293604e+00,1.663271364669146521e+02,1.043779672701437633e+01
3.250000000000000000e+01,3.935512679709988859e+00,1.717132164645679415e+00,-2.419541476507861333e+00,-1.725083972120237785e+00,1.663793451017733958e+02,1.044596613140882013e+01
3.250500000000000256e+01,3.944056186567946209e+00,1.700196158379584377e+00,-2.428099079470385391e+00,-1.697935366555460845e+00,1.664315992044359405e+02,1.045598105231476183e+01
3.250999999999999801e+01,3.952513895734490745e+00,1.682812893879937155e+00,-2.436520632110606321e+00,-1.670667932091110863e+00,1.664839079554942884e+02,1.046782166058606478e+01
3.251500000000000057e+01,3.960883568783819975e+00,1.664981729563498325e+00,-2.444805601802948480e+00,-1.643306311931815200e+00,1.665362804210952845e+02,1.048146203160389689e+01
3.252000000000000313e+01,3.969162967359630922e+00,1.646703291964093152e+00,-2.452953579634909342e+00,-1.615875340192782783e+00,1.665887255225734691e+02,1.049687019715717895e+01
3.252499999999999858e+01,3.977349859263854093e+00,1.627979492430961184e+00,-2.460964281186960978e+00,-1.588399977852751777e+00,1.666412520068180356e+02,1.051400826228634067e+01
3.253000000000000114e+01,3.985442025127267751e+00,1.608813539649057711e+00,-2.468837547079536954e+00,-1.560905260348771417e+00,1.666938684163158086e+02,1.053283244824681653e+01
3.253500000000000369e+01,3.993437265043293660e+00,1.589209951204070936e+00,-2.476573343224788726e+00,-1.533416241583731576e+00,1.667465830596944159e+02,1.055329315997960826e+01
3.253999999999999915e+01,4.001333404782483782e+00,1.569174561885169350e+00,-2.484171760613887336e+00,-1.505957926338932440e+00,1.667994039841537699e+02,1.057533513636941436e+01
3.254500000000000171e+01,4.009128302655383003e+00,1.548714533335667554e+00,-2.491633015056647693e+00,-1.478555214038856924e+00,1.668523389462883131e+02,1.059889751957464021e+01
3.254999999999999716e+01,4.016819856285668067e+00,1.527838360873679635e+00,-2.498957446560448492e+00,-1.451232838544453507e+00,1.669053953838942448e+02,1.062391395551512829e+01
3.255499999999999972e+01,4.024406008850183625e+00,1.506555870703268019e+00,-2.506145518103352732e+00,-1.424015298991413214e+00,1.669585803908551895e+02,1.065031278382145707e+01
3.256000000000000227e+01,4.031884756071479892e+00,1.484878225177052258e+00,-2.513197814488473014e+00,-1.396926798204474851e+00,1.670119006892744267e+02,1.067801714373924682e+01
3.256499999999999773e+01,4.039254153037006745e+00,1.462817922646437951e+00,-2.520115040778669879e+00,-1.369991177807661442e+00,1.670653626031538010e+02,1.070694511868329357e+01
3.257000000000000028e+01,4.046512320305720500e+00,1.440388781723425993e+00,-2.526898020025841074e+00,-1.343231849256663946e+00,1.671189720365399296e+02,1.073700997813558367e+01
3.257500000000000284e+01,4.053657450938577433e+00,1.417605939572966545e+00,-2.533547691167429949e+00,-1.316671726387541819e+00,1.671727344475062011e+02,1.076812033125554180e+01
3.257999999999999829e+01,4.060687817233900709e+00,1.394485841922870728e+00,-2.540065106451238286e+00,-1.290333156526013214e+00,1.672266548244539877e+02,1.080018032724325572e+01
3.258500000000000085e+01,4.067601776488631415e+00,1.371046212727949243e+00,-2.546451428147524343e+00,-1.264237854472703093e+00,1.672807376683447842e+02,1.083308995843788480e+01
3.259000000000000341e+01,4.074397777945860888e+00,1.347306042234676760e+00,-2.552707925398519428e+00,-1.238406829757501271e+00,1.673349869693517746e+02,1.086674527448106531e+01
3.259499999999999886e+01,4.081074369272965185e+00,1.323285564015825866e+00,-2.558835970585624509e+00,-1.212860315759115570e+00,1.673894061867348739e+02,1.090103865005854544e+01
3.260000000000000142e+01,4.087630201748207348e+00,1.299006208640031357e+00,-2.564837035097655260e+00,-1.187617710755076050e+00,1.674439982361164141e+02,1.093585915409443388e+01
3.260500000000000398e+01,4.094064036948258156e+00,1.274490577941856717e+00,-2.570712685065640990e+00,-1.162697501757829599e+00,1.674987654697882533e+02,1.097109283767050414e+01
3.260999999999999943e+01,4.100374752747066864e+00,1.249762406050533681e+00,-2.576464576669071693e+00,-1.138117195205201382e+00,1.675537096612651737e+02,1.100662307878183732e+01
3.261500000000000199e+01,4.106561347680732332e+00,1.224846496275639129e+00,-2.582094451105513055e+00,-1.113893270446105976e+00,1.676088319986051829e+02,1.104233101791955107e+01
3.261999999999999744e+01,4.112622947145630370e+00,1.199768678011980505e+00,-2.587604129180137491e+00,-1.090041103686669954e+00,1.676641330695503314e+02,1.107809593127606718e+01
3.262500000000000000e+01,4.118558808653586922e+00,1.174555749210439481e+00,-2.592995505615683705e+00,-1.066574905502865711e+00,1.677196128519810543e+02,1.111379565845791006e+01
3.263000000000000256e+01,4.124368325121994694e+00,1.149235396341155457e+00,-2.598270543456886461e+00,-1.043507693183798102e+00,1.677752707142497286e+02,1.114930710045835127e+01
3.263499999999999801e+01,4.130051030301893356e+00,1.123836130848818726e+00,-2.603431267549148664e+00,-1.020851220180632346e+00,1.678311054064860457e+02,1.118450668586978480e+01
3.264000000000000057e+01,4.135606602992391245e+00,1.098387211305745126e+00,-2.608479758010506355e+00,-9.986159273376690182e-01,1.678871150582235998e+02,1.121927088248945203e+01
